transactionID,reference,amount,description
TXN-135435,REF-135435,10000,System Record (Clean Data)
TXN-135436,REF-135436,200,System Record (Clean Data)
TXN-135437,REF-135437,1000,System Record (Clean Data)
TXN-135438,REF-135438,1000,System Record (Clean Data)
TXN-135439,REF-135439,100,System Record (Clean Data)
TXN-135440,REF-135440,5000,System Record (Clean Data)
TXN-135441,REF-135441,2500,System Record (Clean Data)
TXN-135442,REF-135442,10000,System Record (Clean Data)
TXN-135443,REF-135443,1000,System Record (Clean Data)
TXN-135444,REF-135444,2500,System Record (Clean Data)
TXN-135445,REF-135445,5000,System Record (Clean Data)
TXN-135446,REF-135446,100,System Record (Clean Data)
TXN-135447,REF-135447,200,System Record (Clean Data)
TXN-135448,REF-135448,10000,System Record (Clean Data)
TXN-135449,REF-135449,10000,System Record (Clean Data)
TXN-135450,REF-135450,100,System Record (Clean Data)
TXN-135451,REF-135451,500,System Record (Clean Data)
TXN-135452,REF-135452,200,System Record (Clean Data)
TXN-135453,REF-135453,2500,System Record (Clean Data)
TXN-135454,REF-135454,2500,System Record (Clean Data)
TXN-135455,REF-135455,1000,System Record (Clean Data)
TXN-135456,REF-135456,5000,System Record (Clean Data)
TXN-135457,REF-135457,2500,System Record (Clean Data)
TXN-135458,REF-135458,100,System Record (Clean Data)
TXN-135459,REF-135459,500,System Record (Clean Data)
TXN-135460,REF-135460,5000,System Record (Clean Data)
TXN-135461,REF-135461,1000,System Record (Clean Data)
TXN-135462,REF-135462,1000,System Record (Clean Data)
TXN-135463,REF-135463,2500,System Record (Clean Data)
TXN-135464,REF-135464,10000,System Record (Clean Data)
TXN-135465,REF-135465,5000,System Record (Clean Data)
TXN-135466,REF-135466,10000,System Record (Clean Data)
TXN-135467,REF-135467,100,System Record (Clean Data)
TXN-135468,REF-135468,1000,System Record (Clean Data)
TXN-135469,REF-135469,200,System Record (Clean Data)
TXN-135470,REF-135470,1000,System Record (Clean Data)
TXN-135471,REF-135471,500,System Record (Clean Data)
TXN-135472,REF-135472,100,System Record (Clean Data)
TXN-135473,REF-135473,1000,System Record (Clean Data)
TXN-135474,REF-135474,5000,System Record (Clean Data)
TXN-135475,REF-135475,200,System Record (Clean Data)
TXN-135476,REF-135476,200,System Record (Clean Data)
TXN-135477,REF-135477,1000,System Record (Clean Data)
TXN-135478,REF-135478,100,System Record (Clean Data)
TXN-135479,REF-135479,500,System Record (Clean Data)
TXN-135480,REF-135480,500,System Record (Clean Data)
TXN-135481,REF-135481,1000,System Record (Clean Data)
TXN-135482,REF-135482,500,System Record (Clean Data)
TXN-135483,REF-135483,100,System Record (Clean Data)
TXN-135484,REF-135484,5000,System Record (Clean Data)
TXN-135485,REF-135485,10000,System Record (Clean Data)
TXN-135486,REF-135486,500,System Record (Clean Data)
TXN-135487,REF-135487,1000,System Record (Clean Data)
TXN-135488,REF-135488,200,System Record (Clean Data)
TXN-135489,REF-135489,5000,System Record (Clean Data)
TXN-135490,REF-135490,2500,System Record (Clean Data)
TXN-135491,REF-135491,500,System Record (Clean Data)
TXN-135492,REF-135492,2500,System Record (Clean Data)
TXN-135493,REF-135493,1000,System Record (Clean Data)
TXN-135494,REF-135494,100,System Record (Clean Data)
TXN-135495,REF-135495,5000,System Record (Clean Data)
TXN-135496,REF-135496,100,System Record (Clean Data)
TXN-135497,REF-135497,2500,System Record (Clean Data)
TXN-135498,REF-135498,5000,System Record (Clean Data)
TXN-135499,REF-135499,10000,System Record (Clean Data)
TXN-135500,REF-135500,500,System Record (Clean Data)
TXN-135501,REF-135501,100,System Record (Clean Data)
TXN-135502,REF-135502,500,System Record (Clean Data)
TXN-135503,REF-135503,500,System Record (Clean Data)
TXN-135504,REF-135504,1000,System Record (Clean Data)
TXN-135505,REF-135505,2500,System Record (Clean Data)
TXN-135506,REF-135506,200,System Record (Clean Data)
TXN-135507,REF-135507,200,System Record (Clean Data)
TXN-135508,REF-135508,100,System Record (Clean Data)
TXN-135509,REF-135509,1000,System Record (Clean Data)
TXN-135510,REF-135510,5000,System Record (Clean Data)
TXN-135511,REF-135511,100,System Record (Clean Data)
TXN-135512,REF-135512,100,System Record (Clean Data)
TXN-135513,REF-135513,1000,System Record (Clean Data)
TXN-135514,REF-135514,10000,System Record (Clean Data)
TXN-135515,REF-135515,1000,System Record (Clean Data)
TXN-135516,REF-135516,10000,System Record (Clean Data)
TXN-135517,REF-135517,5000,System Record (Clean Data)
TXN-135518,REF-135518,100,System Record (Clean Data)
TXN-135519,REF-135519,200,System Record (Clean Data)
TXN-135520,REF-135520,5000,System Record (Clean Data)
TXN-135521,REF-135521,200,System Record (Clean Data)
TXN-135522,REF-135522,500,System Record (Clean Data)
TXN-135523,REF-135523,5000,System Record (Clean Data)
TXN-135524,REF-135524,200,System Record (Clean Data)
TXN-135525,REF-135525,2500,System Record (Clean Data)
TXN-135526,REF-135526,500,System Record (Clean Data)
TXN-135527,REF-135527,5000,System Record (Clean Data)
TXN-135528,REF-135528,200,System Record (Clean Data)
TXN-135529,REF-135529,100,System Record (Clean Data)
TXN-135530,REF-135530,5000,System Record (Clean Data)
TXN-135531,REF-135531,2500,System Record (Clean Data)
TXN-135532,REF-135532,2500,System Record (Clean Data)
TXN-135533,REF-135533,5000,System Record (Clean Data)
TXN-135534,REF-135534,100,System Record (Clean Data)
TXN-135535,REF-135535,2500,System Record (Clean Data)
TXN-135536,REF-135536,1000,System Record (Clean Data)
TXN-135537,REF-135537,1000,System Record (Clean Data)
TXN-135538,REF-135538,10000,System Record (Clean Data)
TXN-135539,REF-135539,200,System Record (Clean Data)
TXN-135540,REF-135540,2500,System Record (Clean Data)
TXN-135541,REF-135541,100,System Record (Clean Data)
TXN-135542,REF-135542,200,System Record (Clean Data)
TXN-135543,REF-135543,5000,System Record (Clean Data)
TXN-135544,REF-135544,2500,System Record (Clean Data)
TXN-135545,REF-135545,5000,System Record (Clean Data)
TXN-135546,REF-135546,2500,System Record (Clean Data)
TXN-135547,REF-135547,2500,System Record (Clean Data)
TXN-135548,REF-135548,500,System Record (Clean Data)
TXN-135549,REF-135549,2500,System Record (Clean Data)
TXN-135550,REF-135550,5000,System Record (Clean Data)
TXN-135551,REF-135551,5000,System Record (Clean Data)
TXN-135552,REF-135552,10000,System Record (Clean Data)
TXN-135553,REF-135553,500,System Record (Clean Data)
TXN-135554,REF-135554,2500,System Record (Clean Data)
TXN-135555,REF-135555,2500,System Record (Clean Data)
TXN-135556,REF-135556,100,System Record (Clean Data)
TXN-135557,REF-135557,10000,System Record (Clean Data)
TXN-135558,REF-135558,2500,System Record (Clean Data)
TXN-135559,REF-135559,100,System Record (Clean Data)
TXN-135560,REF-135560,200,System Record (Clean Data)
TXN-135561,REF-135561,100,System Record (Clean Data)
TXN-135562,REF-135562,2500,System Record (Clean Data)
TXN-135563,REF-135563,1000,System Record (Clean Data)
TXN-135564,REF-135564,1000,System Record (Clean Data)
TXN-135565,REF-135565,2500,System Record (Clean Data)
TXN-135566,REF-135566,1000,System Record (Clean Data)
TXN-135567,REF-135567,200,System Record (Clean Data)
TXN-135568,REF-135568,200,System Record (Clean Data)
TXN-135569,REF-135569,5000,System Record (Clean Data)
TXN-135570,REF-135570,5000,System Record (Clean Data)
TXN-135571,REF-135571,10000,System Record (Clean Data)
TXN-135572,REF-135572,500,System Record (Clean Data)
TXN-135573,REF-135573,5000,System Record (Clean Data)
TXN-135574,REF-135574,5000,System Record (Clean Data)
TXN-135575,REF-135575,2500,System Record (Clean Data)
TXN-135576,REF-135576,2500,System Record (Clean Data)
TXN-135577,REF-135577,5000,System Record (Clean Data)
TXN-135578,REF-135578,10000,System Record (Clean Data)
TXN-135579,REF-135579,200,System Record (Clean Data)
TXN-135580,REF-135580,200,System Record (Clean Data)
TXN-135581,REF-135581,200,System Record (Clean Data)
TXN-135582,REF-135582,200,System Record (Clean Data)
TXN-135583,REF-135583,500,System Record (Clean Data)
TXN-135584,REF-135584,2500,System Record (Clean Data)
TXN-135585,REF-135585,100,System Record (Clean Data)
TXN-135586,REF-135586,2500,System Record (Clean Data)
TXN-135587,REF-135587,2500,System Record (Clean Data)
TXN-135588,REF-135588,1000,System Record (Clean Data)
TXN-135589,REF-135589,1000,System Record (Clean Data)
TXN-135590,REF-135590,500,System Record (Clean Data)
TXN-135591,REF-135591,10000,System Record (Clean Data)
TXN-135592,REF-135592,2500,System Record (Clean Data)
TXN-135593,REF-135593,1000,System Record (Clean Data)
TXN-135594,REF-135594,100,System Record (Clean Data)
TXN-135595,REF-135595,5000,System Record (Clean Data)
TXN-135596,REF-135596,500,System Record (Clean Data)
TXN-135597,REF-135597,1000,System Record (Clean Data)
TXN-135598,REF-135598,1000,System Record (Clean Data)
TXN-135599,REF-135599,5000,System Record (Clean Data)
TXN-135600,REF-135600,500,System Record (Clean Data)
TXN-135601,REF-135601,5000,System Record (Clean Data)
TXN-135602,REF-135602,2500,System Record (Clean Data)
TXN-135603,REF-135603,2500,System Record (Clean Data)
TXN-135604,REF-135604,1000,System Record (Clean Data)
TXN-135605,REF-135605,5000,System Record (Clean Data)
TXN-135606,REF-135606,2500,System Record (Clean Data)
TXN-135607,REF-135607,10000,System Record (Clean Data)
TXN-135608,REF-135608,5000,System Record (Clean Data)
TXN-135609,REF-135609,1000,System Record (Clean Data)
TXN-135610,REF-135610,2500,System Record (Clean Data)
TXN-135611,REF-135611,100,System Record (Clean Data)
TXN-135612,REF-135612,10000,System Record (Clean Data)
TXN-135613,REF-135613,500,System Record (Clean Data)
TXN-135614,REF-135614,1000,System Record (Clean Data)
TXN-135615,REF-135615,10000,System Record (Clean Data)
TXN-135616,REF-135616,10000,System Record (Clean Data)
TXN-135617,REF-135617,100,System Record (Clean Data)
TXN-135618,REF-135618,200,System Record (Clean Data)
TXN-135619,REF-135619,1000,System Record (Clean Data)
TXN-135620,REF-135620,1000,System Record (Clean Data)
TXN-135621,REF-135621,10000,System Record (Clean Data)
TXN-135622,REF-135622,200,System Record (Clean Data)
TXN-135623,REF-135623,2500,System Record (Clean Data)
TXN-135624,REF-135624,10000,System Record (Clean Data)
TXN-135625,REF-135625,500,System Record (Clean Data)
TXN-135626,REF-135626,10000,System Record (Clean Data)
TXN-135627,REF-135627,1000,System Record (Clean Data)
TXN-135628,REF-135628,200,System Record (Clean Data)
TXN-135629,REF-135629,5000,System Record (Clean Data)
TXN-135630,REF-135630,500,System Record (Clean Data)
TXN-135631,REF-135631,2500,System Record (Clean Data)
TXN-135632,REF-135632,10000,System Record (Clean Data)
TXN-135633,REF-135633,100,System Record (Clean Data)
TXN-135634,REF-135634,500,System Record (Clean Data)
TXN-135635,REF-135635,500,System Record (Clean Data)
TXN-135636,REF-135636,5000,System Record (Clean Data)
TXN-135637,REF-135637,200,System Record (Clean Data)
TXN-135638,REF-135638,500,System Record (Clean Data)
TXN-135639,REF-135639,100,System Record (Clean Data)
TXN-135640,REF-135640,200,System Record (Clean Data)
TXN-135641,REF-135641,10000,System Record (Clean Data)
TXN-135642,REF-135642,2500,System Record (Clean Data)
TXN-135643,REF-135643,500,System Record (Clean Data)
TXN-135644,REF-135644,1000,System Record (Clean Data)
TXN-135645,REF-135645,2500,System Record (Clean Data)
TXN-135646,REF-135646,500,System Record (Clean Data)
TXN-135647,REF-135647,2500,System Record (Clean Data)
TXN-135648,REF-135648,500,System Record (Clean Data)
TXN-135649,REF-135649,100,System Record (Clean Data)
TXN-135650,REF-135650,100,System Record (Clean Data)
TXN-135651,REF-135651,10000,System Record (Clean Data)
TXN-135652,REF-135652,100,System Record (Clean Data)
TXN-135653,REF-135653,1000,System Record (Clean Data)
TXN-135654,REF-135654,500,System Record (Clean Data)
TXN-135655,REF-135655,10000,System Record (Clean Data)
TXN-135656,REF-135656,2500,System Record (Clean Data)
TXN-135657,REF-135657,5000,System Record (Clean Data)
TXN-135658,REF-135658,2500,System Record (Clean Data)
TXN-135659,REF-135659,200,System Record (Clean Data)
TXN-135660,REF-135660,1000,System Record (Clean Data)
TXN-135661,REF-135661,1000,System Record (Clean Data)
TXN-135662,REF-135662,2500,System Record (Clean Data)
TXN-135663,REF-135663,200,System Record (Clean Data)
TXN-135664,REF-135664,5000,System Record (Clean Data)
TXN-135665,REF-135665,1000,System Record (Clean Data)
TXN-135666,REF-135666,2500,System Record (Clean Data)
TXN-135667,REF-135667,2500,System Record (Clean Data)
TXN-135668,REF-135668,100,System Record (Clean Data)
TXN-135669,REF-135669,500,System Record (Clean Data)
TXN-135670,REF-135670,100,System Record (Clean Data)
TXN-135671,REF-135671,2500,System Record (Clean Data)
TXN-135672,REF-135672,2500,System Record (Clean Data)
TXN-135673,REF-135673,2500,System Record (Clean Data)
TXN-135674,REF-135674,2500,System Record (Clean Data)
TXN-135675,REF-135675,10000,System Record (Clean Data)
TXN-135676,REF-135676,10000,System Record (Clean Data)
TXN-135677,REF-135677,1000,System Record (Clean Data)
TXN-135678,REF-135678,1000,System Record (Clean Data)
TXN-135679,REF-135679,10000,System Record (Clean Data)
TXN-135680,REF-135680,10000,System Record (Clean Data)
TXN-135681,REF-135681,2500,System Record (Clean Data)
TXN-135682,REF-135682,200,System Record (Clean Data)
TXN-135683,REF-135683,100,System Record (Clean Data)
TXN-135684,REF-135684,2500,System Record (Clean Data)
TXN-135685,REF-135685,100,System Record (Clean Data)
TXN-135686,REF-135686,1000,System Record (Clean Data)
TXN-135687,REF-135687,200,System Record (Clean Data)
TXN-135688,REF-135688,200,System Record (Clean Data)
TXN-135689,REF-135689,1000,System Record (Clean Data)
TXN-135690,REF-135690,200,System Record (Clean Data)
TXN-135691,REF-135691,500,System Record (Clean Data)
TXN-135692,REF-135692,10000,System Record (Clean Data)
TXN-135693,REF-135693,200,System Record (Clean Data)
TXN-135694,REF-135694,10000,System Record (Clean Data)
TXN-135695,REF-135695,2500,System Record (Clean Data)
TXN-135696,REF-135696,2500,System Record (Clean Data)
TXN-135697,REF-135697,5000,System Record (Clean Data)
TXN-135698,REF-135698,100,System Record (Clean Data)
TXN-135699,REF-135699,2500,System Record (Clean Data)
TXN-135700,REF-135700,100,System Record (Clean Data)
TXN-135701,REF-135701,5000,System Record (Clean Data)
TXN-135702,REF-135702,2500,System Record (Clean Data)
TXN-135703,REF-135703,100,System Record (Clean Data)
TXN-135704,REF-135704,1000,System Record (Clean Data)
TXN-135705,REF-135705,10000,System Record (Clean Data)
TXN-135706,REF-135706,5000,System Record (Clean Data)
TXN-135707,REF-135707,10000,System Record (Clean Data)
TXN-135708,REF-135708,5000,System Record (Clean Data)
TXN-135709,REF-135709,200,System Record (Clean Data)
TXN-135710,REF-135710,2500,System Record (Clean Data)
TXN-135711,REF-135711,5000,System Record (Clean Data)
TXN-135712,REF-135712,10000,System Record (Clean Data)
TXN-135713,REF-135713,5000,System Record (Clean Data)
TXN-135714,REF-135714,100,System Record (Clean Data)
TXN-135715,REF-135715,200,System Record (Clean Data)
TXN-135716,REF-135716,10000,System Record (Clean Data)
TXN-135717,REF-135717,10000,System Record (Clean Data)
TXN-135718,REF-135718,1000,System Record (Clean Data)
TXN-135719,REF-135719,2500,System Record (Clean Data)
TXN-135720,REF-135720,1000,System Record (Clean Data)
TXN-135721,REF-135721,5000,System Record (Clean Data)
TXN-135722,REF-135722,2500,System Record (Clean Data)
TXN-135723,REF-135723,10000,System Record (Clean Data)
TXN-135724,REF-135724,5000,System Record (Clean Data)
TXN-135725,REF-135725,2500,System Record (Clean Data)
TXN-135726,REF-135726,200,System Record (Clean Data)
TXN-135727,REF-135727,2500,System Record (Clean Data)
TXN-135728,REF-135728,500,System Record (Clean Data)
TXN-135729,REF-135729,5000,System Record (Clean Data)
TXN-135730,REF-135730,100,System Record (Clean Data)
TXN-135731,REF-135731,10000,System Record (Clean Data)
TXN-135732,REF-135732,500,System Record (Clean Data)
TXN-135733,REF-135733,200,System Record (Clean Data)
TXN-135734,REF-135734,200,System Record (Clean Data)
TXN-135735,REF-135735,5000,System Record (Clean Data)
TXN-135736,REF-135736,2500,System Record (Clean Data)
TXN-135737,REF-135737,2500,System Record (Clean Data)
TXN-135738,REF-135738,200,System Record (Clean Data)
TXN-135739,REF-135739,100,System Record (Clean Data)
TXN-135740,REF-135740,10000,System Record (Clean Data)
TXN-135741,REF-135741,200,System Record (Clean Data)
TXN-135742,REF-135742,200,System Record (Clean Data)
TXN-135743,REF-135743,500,System Record (Clean Data)
TXN-135744,REF-135744,5000,System Record (Clean Data)
TXN-135745,REF-135745,100,System Record (Clean Data)
TXN-135746,REF-135746,500,System Record (Clean Data)
TXN-135747,REF-135747,100,System Record (Clean Data)
TXN-135748,REF-135748,200,System Record (Clean Data)
TXN-135749,REF-135749,5000,System Record (Clean Data)
TXN-135750,REF-135750,200,System Record (Clean Data)
TXN-135751,REF-135751,100,System Record (Clean Data)
TXN-135752,REF-135752,2500,System Record (Clean Data)
TXN-135753,REF-135753,5000,System Record (Clean Data)
TXN-135754,REF-135754,200,System Record (Clean Data)
TXN-135755,REF-135755,1000,System Record (Clean Data)
TXN-135756,REF-135756,10000,System Record (Clean Data)
TXN-135757,REF-135757,100,System Record (Clean Data)
TXN-135758,REF-135758,1000,System Record (Clean Data)
TXN-135759,REF-135759,10000,System Record (Clean Data)
TXN-135760,REF-135760,2500,System Record (Clean Data)
TXN-135761,REF-135761,2500,System Record (Clean Data)
TXN-135762,REF-135762,10000,System Record (Clean Data)
TXN-135763,REF-135763,1000,System Record (Clean Data)
TXN-135764,REF-135764,100,System Record (Clean Data)
TXN-135765,REF-135765,5000,System Record (Clean Data)
TXN-135766,REF-135766,1000,System Record (Clean Data)
TXN-135767,REF-135767,10000,System Record (Clean Data)
TXN-135768,REF-135768,200,System Record (Clean Data)
TXN-135769,REF-135769,2500,System Record (Clean Data)
TXN-135770,REF-135770,500,System Record (Clean Data)
TXN-135771,REF-135771,10000,System Record (Clean Data)
TXN-135772,REF-135772,500,System Record (Clean Data)
TXN-135773,REF-135773,2500,System Record (Clean Data)
TXN-135774,REF-135774,5000,System Record (Clean Data)
TXN-135775,REF-135775,1000,System Record (Clean Data)
TXN-135776,REF-135776,10000,System Record (Clean Data)
TXN-135777,REF-135777,10000,System Record (Clean Data)
TXN-135778,REF-135778,5000,System Record (Clean Data)
TXN-135779,REF-135779,2500,System Record (Clean Data)
TXN-135780,REF-135780,10000,System Record (Clean Data)
TXN-135781,REF-135781,5000,System Record (Clean Data)
TXN-135782,REF-135782,500,System Record (Clean Data)
TXN-135783,REF-135783,2500,System Record (Clean Data)
TXN-135784,REF-135784,2500,System Record (Clean Data)
TXN-135785,REF-135785,1000,System Record (Clean Data)
TXN-135786,REF-135786,2500,System Record (Clean Data)
TXN-135787,REF-135787,2500,System Record (Clean Data)
TXN-135788,REF-135788,1000,System Record (Clean Data)
TXN-135789,REF-135789,100,System Record (Clean Data)
TXN-135790,REF-135790,10000,System Record (Clean Data)
TXN-135791,REF-135791,200,System Record (Clean Data)
TXN-135792,REF-135792,100,System Record (Clean Data)
TXN-135793,REF-135793,100,System Record (Clean Data)
TXN-135794,REF-135794,200,System Record (Clean Data)
TXN-135795,REF-135795,2500,System Record (Clean Data)
TXN-135796,REF-135796,1000,System Record (Clean Data)
TXN-135797,REF-135797,1000,System Record (Clean Data)
TXN-135798,REF-135798,200,System Record (Clean Data)
TXN-135799,REF-135799,100,System Record (Clean Data)
TXN-135800,REF-135800,200,System Record (Clean Data)
TXN-135801,REF-135801,2500,System Record (Clean Data)
TXN-135802,REF-135802,2500,System Record (Clean Data)
TXN-135803,REF-135803,1000,System Record (Clean Data)
TXN-135804,REF-135804,200,System Record (Clean Data)
TXN-135805,REF-135805,1000,System Record (Clean Data)
TXN-135806,REF-135806,200,System Record (Clean Data)
TXN-135807,REF-135807,5000,System Record (Clean Data)
TXN-135808,REF-135808,5000,System Record (Clean Data)
TXN-135809,REF-135809,100,System Record (Clean Data)
TXN-135810,REF-135810,10000,System Record (Clean Data)
TXN-135811,REF-135811,500,System Record (Clean Data)
TXN-135812,REF-135812,200,System Record (Clean Data)
TXN-135813,REF-135813,100,System Record (Clean Data)
TXN-135814,REF-135814,1000,System Record (Clean Data)
TXN-135815,REF-135815,1000,System Record (Clean Data)
TXN-135816,REF-135816,200,System Record (Clean Data)
TXN-135817,REF-135817,200,System Record (Clean Data)
TXN-135818,REF-135818,10000,System Record (Clean Data)
TXN-135819,REF-135819,2500,System Record (Clean Data)
TXN-135820,REF-135820,10000,System Record (Clean Data)
TXN-135821,REF-135821,1000,System Record (Clean Data)
TXN-135822,REF-135822,500,System Record (Clean Data)
TXN-135823,REF-135823,1000,System Record (Clean Data)
TXN-135824,REF-135824,100,System Record (Clean Data)
TXN-135825,REF-135825,200,System Record (Clean Data)
TXN-135826,REF-135826,200,System Record (Clean Data)
TXN-135827,REF-135827,2500,System Record (Clean Data)
TXN-135828,REF-135828,500,System Record (Clean Data)
TXN-135829,REF-135829,2500,System Record (Clean Data)
TXN-135830,REF-135830,1000,System Record (Clean Data)
TXN-135831,REF-135831,1000,System Record (Clean Data)
TXN-135832,REF-135832,10000,System Record (Clean Data)
TXN-135833,REF-135833,5000,System Record (Clean Data)
TXN-135834,REF-135834,200,System Record (Clean Data)
TXN-135835,REF-135835,1000,System Record (Clean Data)
TXN-135836,REF-135836,1000,System Record (Clean Data)
TXN-135837,REF-135837,1000,System Record (Clean Data)
TXN-135838,REF-135838,1000,System Record (Clean Data)
TXN-135839,REF-135839,200,System Record (Clean Data)
TXN-135840,REF-135840,500,System Record (Clean Data)
TXN-135841,REF-135841,100,System Record (Clean Data)
TXN-135842,REF-135842,5000,System Record (Clean Data)
TXN-135843,REF-135843,500,System Record (Clean Data)
TXN-135844,REF-135844,200,System Record (Clean Data)
TXN-135845,REF-135845,500,System Record (Clean Data)
TXN-135846,REF-135846,500,System Record (Clean Data)
TXN-135847,REF-135847,5000,System Record (Clean Data)
TXN-135848,REF-135848,100,System Record (Clean Data)
TXN-135849,REF-135849,500,System Record (Clean Data)
TXN-135850,REF-135850,2500,System Record (Clean Data)
TXN-135851,REF-135851,5000,System Record (Clean Data)
TXN-135852,REF-135852,2500,System Record (Clean Data)
TXN-135853,REF-135853,5000,System Record (Clean Data)
TXN-135854,REF-135854,10000,System Record (Clean Data)
TXN-135855,REF-135855,10000,System Record (Clean Data)
TXN-135856,REF-135856,1000,System Record (Clean Data)
TXN-135857,REF-135857,200,System Record (Clean Data)
TXN-135858,REF-135858,10000,System Record (Clean Data)
TXN-135859,REF-135859,500,System Record (Clean Data)
TXN-135860,REF-135860,1000,System Record (Clean Data)
TXN-135861,REF-135861,200,System Record (Clean Data)
TXN-135862,REF-135862,5000,System Record (Clean Data)
TXN-135863,REF-135863,5000,System Record (Clean Data)
TXN-135864,REF-135864,100,System Record (Clean Data)
TXN-135865,REF-135865,500,System Record (Clean Data)
TXN-135866,REF-135866,100,System Record (Clean Data)
TXN-135867,REF-135867,200,System Record (Clean Data)
TXN-135868,REF-135868,5000,System Record (Clean Data)
TXN-135869,REF-135869,200,System Record (Clean Data)
TXN-135870,REF-135870,5000,System Record (Clean Data)
TXN-135871,REF-135871,500,System Record (Clean Data)
TXN-135872,REF-135872,100,System Record (Clean Data)
TXN-135873,REF-135873,200,System Record (Clean Data)
TXN-135874,REF-135874,500,System Record (Clean Data)
TXN-135875,REF-135875,1000,System Record (Clean Data)
TXN-135876,REF-135876,1000,System Record (Clean Data)
TXN-135877,REF-135877,2500,System Record (Clean Data)
TXN-135878,REF-135878,500,System Record (Clean Data)
TXN-135879,REF-135879,2500,System Record (Clean Data)
TXN-135880,REF-135880,100,System Record (Clean Data)
TXN-135881,REF-135881,5000,System Record (Clean Data)
TXN-135882,REF-135882,500,System Record (Clean Data)
TXN-135883,REF-135883,5000,System Record (Clean Data)
TXN-135884,REF-135884,5000,System Record (Clean Data)
TXN-135885,REF-135885,5000,System Record (Clean Data)
TXN-135886,REF-135886,2500,System Record (Clean Data)
TXN-135887,REF-135887,1000,System Record (Clean Data)
TXN-135888,REF-135888,10000,System Record (Clean Data)
TXN-135889,REF-135889,5000,System Record (Clean Data)
TXN-135890,REF-135890,200,System Record (Clean Data)
TXN-135891,REF-135891,10000,System Record (Clean Data)
TXN-135892,REF-135892,2500,System Record (Clean Data)
TXN-135893,REF-135893,5000,System Record (Clean Data)
TXN-135894,REF-135894,2500,System Record (Clean Data)
TXN-135895,REF-135895,200,System Record (Clean Data)
TXN-135896,REF-135896,10000,System Record (Clean Data)
TXN-135897,REF-135897,500,System Record (Clean Data)
TXN-135898,REF-135898,10000,System Record (Clean Data)
TXN-135899,REF-135899,200,System Record (Clean Data)
TXN-135900,REF-135900,5000,System Record (Clean Data)
TXN-135901,REF-135901,500,System Record (Clean Data)
TXN-135902,REF-135902,100,System Record (Clean Data)
TXN-135903,REF-135903,500,System Record (Clean Data)
TXN-135904,REF-135904,1000,System Record (Clean Data)
TXN-135905,REF-135905,5000,System Record (Clean Data)
TXN-135906,REF-135906,200,System Record (Clean Data)
TXN-135907,REF-135907,5000,System Record (Clean Data)
TXN-135908,REF-135908,200,System Record (Clean Data)
TXN-135909,REF-135909,100,System Record (Clean Data)
TXN-135910,REF-135910,200,System Record (Clean Data)
TXN-135911,REF-135911,10000,System Record (Clean Data)
TXN-135912,REF-135912,10000,System Record (Clean Data)
TXN-135913,REF-135913,200,System Record (Clean Data)
TXN-135914,REF-135914,10000,System Record (Clean Data)
TXN-135915,REF-135915,200,System Record (Clean Data)
TXN-135916,REF-135916,500,System Record (Clean Data)
TXN-135917,REF-135917,10000,System Record (Clean Data)
TXN-135918,REF-135918,5000,System Record (Clean Data)
TXN-135919,REF-135919,2500,System Record (Clean Data)
TXN-135920,REF-135920,2500,System Record (Clean Data)
TXN-135921,REF-135921,1000,System Record (Clean Data)
TXN-135922,REF-135922,2500,System Record (Clean Data)
TXN-135923,REF-135923,2500,System Record (Clean Data)
TXN-135924,REF-135924,500,System Record (Clean Data)
TXN-135925,REF-135925,10000,System Record (Clean Data)
TXN-135926,REF-135926,200,System Record (Clean Data)
TXN-135927,REF-135927,1000,System Record (Clean Data)
TXN-135928,REF-135928,5000,System Record (Clean Data)
TXN-135929,REF-135929,10000,System Record (Clean Data)
TXN-135930,REF-135930,10000,System Record (Clean Data)
TXN-135931,REF-135931,500,System Record (Clean Data)
TXN-135932,REF-135932,1000,System Record (Clean Data)
TXN-135933,REF-135933,2500,System Record (Clean Data)
TXN-135934,REF-135934,1000,System Record (Clean Data)
TXN-135935,REF-135935,10000,System Record (Clean Data)
TXN-135936,REF-135936,200,System Record (Clean Data)
TXN-135937,REF-135937,200,System Record (Clean Data)
TXN-135938,REF-135938,500,System Record (Clean Data)
TXN-135939,REF-135939,5000,System Record (Clean Data)
TXN-135940,REF-135940,10000,System Record (Clean Data)
TXN-135941,REF-135941,500,System Record (Clean Data)
TXN-135942,REF-135942,5000,System Record (Clean Data)
TXN-135943,REF-135943,500,System Record (Clean Data)
TXN-135944,REF-135944,5000,System Record (Clean Data)
TXN-135945,REF-135945,500,System Record (Clean Data)
TXN-135946,REF-135946,2500,System Record (Clean Data)
TXN-135947,REF-135947,10000,System Record (Clean Data)
TXN-135948,REF-135948,2500,System Record (Clean Data)
TXN-135949,REF-135949,500,System Record (Clean Data)
TXN-135950,REF-135950,1000,System Record (Clean Data)
TXN-135951,REF-135951,1000,System Record (Clean Data)
TXN-135952,REF-135952,5000,System Record (Clean Data)
TXN-135953,REF-135953,500,System Record (Clean Data)
TXN-135954,REF-135954,1000,System Record (Clean Data)
TXN-135955,REF-135955,200,System Record (Clean Data)
TXN-135956,REF-135956,10000,System Record (Clean Data)
TXN-135957,REF-135957,100,System Record (Clean Data)
TXN-135958,REF-135958,200,System Record (Clean Data)
TXN-135959,REF-135959,2500,System Record (Clean Data)
